Total Trading Days,mean,std,median,skewness,kurtosis,min,max,jb_stat,jb_pvalue,return_value,z_score,percentile_rank,percentile_1,percentile_5,percentile_25,percentile_50,percentile_75,percentile_95,percentile_99
6355,0.00035598374752760534,0.012301562882162912,0.0006690976580043806,0.05261756819098802,12.00105589411084,-0.1094237193180414,0.14519821585523585,38073.673163881555,0.0,0.10501934425982218,8.508135227602253,99.96852871754524,-0.03428716064294745,-0.019203660912275176,-0.004695235228735495,0.0006690976580043806,0.00599640158997139,0.01730523226040829,0.03353044032800166
