Total Trading Days,mean,std,median,skewness,kurtosis,min,max,jb_stat,jb_pvalue,return_value,z_score,percentile_rank,percentile_1,percentile_5,percentile_25,percentile_50,percentile_75,percentile_95,percentile_99
6339,0.005787387161920647,0.04306112915560534,0.01164293674486161,-0.9280878934022915,4.833272328925948,-0.28817316483678057,0.2518507720869092,7067.538639439999,0.0,-0.029762235612288634,-0.8255617878887351,16.217068938318345,-0.1255316514235004,-0.06865674201643882,-0.015164856414384476,0.01164293674486161,0.030390443902180042,0.06226714966082016,0.10114812262155039
