Total Trading Days,mean,std,median,skewness,kurtosis,min,max,jb_stat,jb_pvalue,return_value,z_score,percentile_rank,percentile_1,percentile_5,percentile_25,percentile_50,percentile_75,percentile_95,percentile_99
6339,0.00578738723703254,0.04306113175011021,0.011642743975676773,-0.9280875764198242,4.833275906536509,-0.2881734245507005,0.25185025331763367,7067.547136201196,0.0,-0.029762130282991683,-0.8255592938504974,16.217068938318345,-0.12553209598690793,-0.0686566842456808,-0.015165100175431045,0.011642743975676773,0.030390444627016344,0.062267795751333545,0.10114765905278895
