Price,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Cumulative_Return,Rolling_17d_Return
Ticker,SPY,SPY,SPY,SPY,SPY,SPY,,,
Date,,,,,,,,,
11/9/12,109.8490677,138.1600037,139.4400024,137.5500031,137.6199951,201055300,0.00086934,0.195469729,-0.041088418
11/12/12,109.9365082,138.2700043,138.8099976,137.9600067,138.5899963,97677500,0.000796006,0.19642133,-0.049952216
11/13/12,109.5548706,137.7899933,139.25,137.3600006,137.5399933,123018300,-0.003471436,0.19226803,-0.0575241
11/14/12,108.0759888,135.9299927,138.4299927,135.6199951,138.2100067,191505000,-0.013499006,0.176173597,-0.067823458
11/15/12,107.893158,135.6999969,136.4900055,135.1799927,135.9799957,178128400,-0.001691688,0.174183878,-0.053630098
11/16/12,108.4258499,136.3699951,136.6399994,134.6999969,135.8999939,239483900,0.004937217,0.179981079,-0.04909028
11/19/12,110.6203003,139.1300049,139.1499939,136.4100037,137.8999939,151495800,0.020239181,0.20386293,-0.016193107
11/20/12,110.6679688,139.1900024,139.4199982,138.0800018,138.9100037,119807400,0.00043092,0.204381698,-0.01297684
11/21/12,110.8747711,139.4499969,139.5700073,139.0299988,139.3099976,81710800,0.001868674,0.206632295,-0.01399947
11/23/12,112.385376,141.3500061,141.3999939,140.0399933,140.1300049,65409200,0.013624424,0.223071964,0
11/26/12,112.1468887,141.0500031,141.3600006,140.1900024,140.6499939,100124400,-0.002122049,0.220476546,-0.002122049
11/27/12,111.5744171,140.3300018,141.3899994,140.2400055,140.9100037,128646200,-0.005104659,0.214246429,-0.017503208
11/28/12,112.4728622,141.4600067,141.5399933,139,139.7599945,177086500,0.00805243,0.224024063,-0.00070612
11/29/12,112.9976196,142.1199951,142.5099945,141.3699951,141.9900055,151085900,0.004665636,0.229734913,0.001903375
11/30/12,113.0214615,142.1499939,142.4199982,141.6600037,142.1399994,136568300,0.000210994,0.229994381,-0.005665858
12/3/12,112.4648743,141.4499969,142.9199982,141.3399963,142.8000031,124656300,-0.004924615,0.223937131,0.012381955
12/4/12,112.3058777,141.25,141.8699951,140.8699951,141.4400024,127512200,-0.001413744,0.222206797,0.023254107
12/5/12,112.5046387,141.5,142.1600037,140.3699951,141.3699951,147300500,0.001769818,0.224369881,0.024174725
12/6/12,112.886261,141.9799957,142.0399933,141.1600037,141.3699951,103220600,0.003392058,0.228523015,0.026831422
12/7/12,113.2281876,142.4100037,142.6900024,141.6699982,142.5299988,108726400,0.003028948,0.232244147,0.033529472
12/10/12,113.2758942,142.4700012,142.8099976,142.1499939,142.2100067,98840700,0.000421332,0.23276333,0.04811342
12/11/12,114.0471344,143.4400024,144.1100006,142.9900055,143.0599976,152570400,0.006808512,0.241156614,0.057037689
12/12/12,114.1028137,143.5099945,144.5500031,143.3099976,144,145880100,0.000488213,0.241762563,0.052358029
12/13/12,113.4030991,142.6300049,143.8300018,142.2700043,143.4199982,135715000,-0.006132317,0.234147681,0.025156312
12/14/12,112.9816971,142.1000061,142.5800018,141.8800049,142.3200073,137701700,-0.003715965,0.229561631,0.020906938
12/17/12,114.3095016,143.7700043,143.8500061,142.4299927,142.4700012,143238200,0.011752386,0.244011914,0.030978468
12/18/12,115.581604,145.3699951,145.5,143.7899933,144,177762800,0.011128579,0.257856,0.028439893
12/19/12,114.7229538,144.2899933,145.5800018,144.2400055,145.5299988,150895400,-0.007428952,0.248511448,0.022970455
12/20/12,115.382843,145.1199951,145.1399994,143.9799957,144.3800049,168487000,0.005752024,0.255692916,0.034133505
12/21/12,114.3355103,142.7899933,144.0899963,141.9400024,142.1699982,245883800,-0.009077023,0.244294962,0.016560866
12/24/12,113.983223,142.3500061,142.5599976,142.1900024,142.4799957,53874600,-0.003081171,0.240461076,0.008722337
12/26/12,113.5027695,141.75,142.7100067,141.3500061,142.6399994,106947700,-0.004215125,0.235232378,0.004258554
12/27/12,113.3506088,141.5599976,142.0800018,139.9199982,141.7899933,167920600,-0.00134059,0.233576438,0.007875655
12/28/12,112.1255035,140.0299988,141.4199982,139.8699951,140.6399994,148806700,-0.010808105,0.220243814,-0.001606097
12/31/12,114.03125,142.4100037,142.5599976,139.5399933,139.6600037,243935200,0.016996548,0.240983746,0.013569319
1/2/13,116.9538803,146.0599976,146.1499939,144.7299957,145.1100006,192059000,0.025630082,0.272790262,0.0360329
1/3/13,116.6896744,145.7299957,146.3699951,145.3399963,145.9900055,144761800,-0.002259061,0.269914951,0.030570893
1/4/13,117.2020645,146.3699951,146.6100006,145.6699982,145.9700012,116817700,0.00439105,0.275491211,0.034660246
1/7/13,116.8818207,145.9700012,146.1100006,145.4299927,145.8500061,110002500,-0.002732408,0.272006049,0.024855392
1/8/13,116.545517,145.5500031,145.9100037,144.9799957,145.7100067,121265100,-0.002877297,0.268346109,0.021407914
1/9/13,116.8417664,145.9199982,146.3200073,145.6399994,145.8699951,90745600,0.00254192,0.271570144,0.030322516
1/10/13,117.7706604,147.0800018,147.0899963,145.9700012,146.7299957,130735400,0.007950017,0.281679148,0.042387072
1/11/13,117.7625885,147.0700073,147.1499939,146.6100006,147.0399933,113917300,-6.85E-05,0.281591303,0.030208222
1/14/13,117.6825256,146.9700012,147.0700073,146.4299927,146.8899994,89567200,-0.000679867,0.280719992,0.018176955
1/15/13,117.7625885,147.0700073,147.2100067,146.1999969,146.2899933,93172600,0.000680329,0.281591303,0.026495436
1/16/13,117.746582,147.0500031,147.2799988,146.6100006,146.7700043,104849500,-0.000135922,0.281417107,0.020486053
1/17/13,118.5072937,148,148.4199982,147.1499939,147.6999969,133833500,0.006460584,0.28969581,0.036487207
1/18/13,118.7715454,148.3300018,148.4900055,147.4299927,147.9700012,169906000,0.002229835,0.292571619,0.042009011
1/22/13,119.4121323,149.1300049,149.1300049,147.9799957,148.3300018,111797300,0.005393437,0.299543022,0.0520636
1/23/13,119.6042938,149.3699951,149.5,148.8600006,149.1300049,104596100,0.00160923,0.301634286,0.055171164
1/24/13,119.6363068,149.4100037,150.1399994,149.0099945,149.1499939,146426400,0.000267657,0.301982677,0.066985681
1/25/13,120.3089142,150.25,150.25,149.3699951,149.8800049,147211600,0.005622101,0.309302556,0.055052139
1/28/13,120.1647568,150.0700073,150.3300018,149.5099945,150.2899933,113357700,-0.001198227,0.307733714,0.027454211
1/29/13,120.6371994,150.6600037,150.8500061,149.6699982,149.7700043,105694400,0.003931624,0.312875231,0.033829257
1/30/13,120.1647568,150.0700073,150.9400024,149.9299927,150.6399994,137447700,-0.003916227,0.307733714,0.025278499
1/31/13,119.8684998,149.6999969,150.3800049,149.6000061,149.8899994,108975800,-0.002465424,0.304509596,0.025552982
2/1/13,121.1016388,151.2400055,151.4199982,150.3899994,150.6499939,131173000,0.010287432,0.31792965,0.039093068
2/4/13,119.7403412,149.5399933,151.2700043,149.4299927,150.3200073,159073600,-0.011240951,0.303114867,0.024807694
2/5/13,120.9495544,151.0500031,151.4799957,150.2899933,150.3500061,113912400,0.010098629,0.316274541,0.026992241
2/6/13,121.0375595,151.1600037,151.2599945,150.4100037,150.5200043,138762800,0.000727618,0.317232286,0.027809944
2/7/13,120.8774109,150.9600067,151.3500061,149.8600006,151.2100067,162490000,-0.001323132,0.315489414,0.02714834
2/8/13,121.5500641,151.8000031,151.8899994,151.2200012,151.2200012,103133700,0.005564755,0.32280979,0.032161959
2/11/13,121.526001,151.7700043,151.8999939,151.3899994,151.7400055,73775000,-0.000197969,0.322547915,0.032097908
2/12/13,121.7262039,152.0200043,152.3000031,151.6100006,151.7799988,65392700,0.001647408,0.324726692,0.027162127
2/13/13,121.8302765,152.1499939,152.6100006,151.7200012,152.3300018,82322600,0.000854973,0.325859297,0.025753063
2/14/13,121.942421,152.2899933,152.4700012,151.5200043,151.6900024,80834300,0.000920498,0.327079747,0.021189545
2/15/13,121.7982864,152.1100006,152.5899963,151.5500031,152.4299927,215226500,-0.001181988,0.325511154,0.018343761
2/19/13,122.7111053,153.25,153.2799988,152.1600037,152.3699951,95105400,0.007494514,0.335445216,0.025701216
2/20/13,121.1817474,151.3399963,153.1900024,151.2599945,153.1399994,160574800,-0.012463077,0.31880146,0.007254934
2/21/13,120.4449844,150.4199982,151.4199982,149.9400024,150.9600067,183257000,-0.006079818,0.310783386,0.002332029
2/22/13,121.6221161,151.8899994,151.8899994,150.4900055,151.1499939,106356600,0.009773189,0.323593921,0.008164287
2/25/13,119.3080292,149,152.8600006,149,152.6300049,245824800,-0.019026859,0.298410085,-0.007129608
2/26/13,120.1247711,150.0200043,150.1999969,148.7299957,149.7200012,186596200,0.006845658,0.307298556,0.002137938
2/27/13,121.638092,151.9100037,152.3300018,149.7599945,149.8899994,150781900,0.012597909,0.323767784,0.004429777
2/28/13,121.3979034,151.6100006,152.8699951,151.4100037,151.8999939,126866000,-0.001974617,0.321153851,0.013842973
3/1/13,121.7982864,152.1100006,152.3399963,150.4100037,151.0899963,170634800,0.003298105,0.325511154,0.00701724
3/4/13,122.4468231,152.9199982,152.9199982,151.5200043,151.7599945,99010200,0.005324678,0.332569075,0.011643193
3/5/13,123.5438385,154.2899933,154.6999969,153.6399994,153.6600037,121431900,0.008959117,0.344507717,0.02205894
3/6/13,123.7120285,154.5,154.9199982,154.1600037,154.8399963,94469900,0.001361379,0.346338101,0.017786617
3/7/13,123.9362335,154.7799988,154.9799957,154.5200043,154.6999969,86101400,0.001812314,0.348778088,0.019833061
3/8/13,124.4646988,155.4400024,155.6499939,154.6600037,155.4600067,123477800,0.004264009,0.354529291,0.022497168
3/11/13,124.9371338,156.0299988,156.0399933,155.1300049,155.3200073,83746800,0.003795735,0.359670725,0.025501521
3/12/13,124.6568527,155.6799927,156.1000061,155.2100067,155.9199982,105755800,-0.002243377,0.356620471,0.022259946
3/13/13,124.8330231,155.8999939,156.1199951,155.2299957,155.7599945,92550900,0.001413242,0.358537705,0.024916086
3/14/13,125.4976349,156.7299957,156.8000031,155.9100037,156.3099976,126329900,0.005324006,0.365770568,0.022708047
3/15/13,125.3319244,155.8300018,156.0399933,155.3099976,155.8500061,138601100,-0.001320427,0.363967168,0.034247542
3/18/13,124.6401978,154.9700012,155.6399994,154.1999969,154.3399963,126704300,-0.005519158,0.356439218,0.034830951
3/19/13,124.3507156,154.6100006,155.5099945,153.5899963,155.3000031,167567300,-0.002322542,0.353288831,0.022435061
3/20/13,125.2193222,155.6900024,155.9499969,155.2599945,155.5200043,113759300,0.006985135,0.362741736,0.049546481
3/21/13,124.1496124,154.3600006,155.6399994,154.1000061,154.7599945,128605000,-0.008542689,0.351100257,0.033505507
3/22/13,125.1469879,155.6000061,155.6000061,154.7299957,154.8500061,111163600,0.008033658,0.361954534,0.028847015
3/25/13,124.6241837,154.9499969,156.2700043,154.3500061,156.0099945,151322300,-0.004177522,0.356264939,0.026576079
3/26/13,125.6214828,156.1900024,156.2299957,155.4199982,155.5899963,86856600,0.008002453,0.367118386,0.031389575
3/27/13,125.6214828,156.1900024,156.2400055,155,155.2599945,99950600,0,0.367118386,0.025926844
3/28/13,126.0075455,156.6699982,156.8500061,155.75,156.0899963,102932800,0.003073221,0.371319843,0.019941966
4/1/13,125.5088577,156.0500031,156.9100037,155.6699982,156.5899963,99194100,-0.003957602,0.365892705,0.014524289
4/2/13,126.1281815,156.8200073,157.2100067,156.3699951,156.6100006,101504300,0.004934502,0.372632705,0.017686094
4/3/13,124.8493958,155.2299957,157.0299988,154.8200073,156.9100037,154167400,-0.010138779,0.358715886,0.003090812
4/4/13,125.3561096,155.8600006,156.1699982,155.0899963,155.4299927,131885000,0.004058601,0.364230372,0.003353493
4/5/13,124.793045,155.1600037,155.3500061,153.7700043,153.9499969,159666000,-0.00449172,0.35810263,0.001092538
4/8/13,125.6375427,156.2100067,156.2200012,154.75,155.2700043,86571200,0.006767185,0.367293163,0.006444766
4/9/13,126.0718842,156.75,157.3200073,155.9799957,156.5,101922200,0.003457099,0.372020031,0.004575778
4/10/13,127.6160812,158.6699982,158.8699951,157.1300049,157.1699982,135711100,0.012248544,0.388825279,0.01822486
4/11/13,128.0343475,159.1900024,159.7100067,158.5399933,158.6999969,110142500,0.003277536,0.393377204,0.027231582
4/12/13,127.7207031,158.8000031,159.0399933,157.9199982,158.6799927,116359900,-0.00244969,0.389963862,0.027100668
4/15/13,124.7608871,155.1199951,158.1300049,155.1000061,158,217259000,-0.023174128,0.357752661,-0.003661057
4/16/13,126.6027222,157.4100037,157.4900055,155.9100037,156.2899933,147507800,0.01476292,0.377797055,0.019759302
4/17/13,124.7529144,155.1100006,156.3200073,154.2799988,156.2899933,226834800,-0.014611121,0.357665895,-0.003148885
4/18/13,123.9727097,154.1399994,155.4100037,153.5500031,155.3699951,167583200,-0.006254,0.349175052,-0.005227509
4/19/13,125.050415,155.4799957,155.5500031,154.1199951,154.5,149687600,0.008693086,0.360903547,-0.004545941
4/22/13,125.6053543,156.1699982,156.5399933,154.75,155.7799988,106553500,0.004437724,0.366942861,-0.00012839
4/23/13,126.9002914,157.7799988,157.9299927,156.1699982,156.9499969,166141300,0.01030957,0.381035454,0.007084861
4/24/13,126.9806442,157.8800049,158.3000031,157.5399933,157.8300018,96781200,0.000633196,0.38190992,0.011726555
4/25/13,127.4954529,158.5200043,159.2700043,158.1000061,158.3399963,131060600,0.004054229,0.3875125,0.010840332
4/26/13,127.2702866,158.2400055,158.6000061,157.7299957,158.3300018,95918800,-0.001766073,0.385062051,0.019390489
4/29/13,128.1228333,159.3000031,159.6499939,158.4199982,158.6699982,88572800,0.00669871,0.39434018,0.022070912
4/30/13,128.428421,159.6799927,159.7200012,158.6100006,159.2700043,116010700,0.002385116,0.397665842,0.029131239
5/1/13,127.3024368,158.2799988,159.4100037,158.1000061,159.3300018,138874200,-0.008767407,0.385411937,0.013251565
5/2/13,128.4846954,159.75,159.8899994,158.5299988,158.6799927,96407600,0.009287007,0.398278268,0.019138377
5/3/13,129.7876587,161.3699951,161.8800049,159.7799988,161.1399994,144202300,0.010141,0.412458207,0.017016488
5/6/13,130.1174622,161.7799988,162.0099945,161.4199982,161.4900055,66882100,0.0025411,0.416047405,0.016269967
5/7/13,130.7769623,162.6000061,162.6499939,161.6699982,162.1300049,90359200,0.005068498,0.423224639,0.023929238
5/8/13,131.3721466,163.3399963,163.3899994,162.3300018,162.4199982,97419200,0.00455114,0.429701934,0.052991443
5/9/13,131.002121,162.8800049,163.6999969,162.4700012,163.2700043,106738600,-0.002816622,0.425675005,0.034749638
5/10/13,131.4284515,163.4100037,163.5500031,162.5099945,162.9900055,103203000,0.003254379,0.430314692,0.053510069
5/13/13,131.532959,163.5399933,163.8099976,162.8200073,163.1999969,81843200,0.000795166,0.431452029,0.060983174
5/14/13,132.8922119,165.2299957,165.3500061,163.6699982,163.6699982,119000900,0.010333934,0.44624456,0.062709083
5/15/13,133.608017,166.1199951,166.4499969,164.9100037,164.9600067,120718500,0.005386358,0.454034552,0.063712751
5/16/13,132.9806671,165.3399963,166.3600006,165.0899963,165.7799988,109913600,-0.004695451,0.447207204,0.047914592
5/17/13,134.2675781,166.9400024,167.0399933,165.7299957,165.9499969,129801000,0.009677429,0.46121245,0.057386178
5/20/13,134.2594604,166.9299927,167.5800018,166.6100006,166.7799988,85071200,-6.05E-05,0.461124106,0.053052932
5/21/13,134.4525299,167.1699982,167.8000031,166.5,167.0800018,95804200,0.001438032,0.46322525,0.056432994
5/22/13,133.4552307,165.9299927,169.0700073,165.1699982,167.3399963,244031800,-0.007417482,0.452371803,0.041619416
5/23/13,133.0691681,165.4499969,165.9100037,163.9400024,164.1600037,211064400,-0.002892825,0.448170346,0.036134892
5/24/13,132.956604,165.3099976,165.3800049,163.9799957,164.4700012,151573900,-0.000845907,0.446945329,0.044415231
5/28/13,133.7528076,166.3000031,167.7799988,165.8099976,167.0399933,143679800,0.005988447,0.455610285,0.041001865
5/29/13,132.8841858,165.2200012,165.8000031,164.3399963,165.4199982,160363400,-0.006494232,0.446157213,0.023858409
5/30/13,133.3747559,165.8300018,166.5899963,165.2200012,165.3500061,107793800,0.003691711,0.451496008,0.025033486
5/31/13,131.4606171,163.4499969,166.3099976,163.1300049,165.3699951,176850100,-0.014351582,0.430664744,0.005227639
6/3/13,132.1844177,164.3500061,164.4600067,162.6600037,163.8300018,168390700,0.005505836,0.43854175,0.006182978
6/4/13,131.5490875,163.5599976,165.1000061,162.7299957,164.4400024,157631500,-0.004806393,0.431627554,0.00417525
6/5/13,129.7072601,161.2700043,163.4199982,161.1300049,163.0899963,211737800,-0.014001066,0.411583243,-0.013096034
6/6/13,130.8815308,162.7299957,162.7400055,160.25,161.1999969,200225500,0.009053237,0.424362641,-0.004952585
6/7/13,132.546402,164.8000031,164.9499969,163.1399994,163.8500061,188337800,0.012720444,0.442481166,-0.002602184
6/10/13,132.546402,164.8000031,165.3999939,164.3699951,165.3099976,105667100,0,0.442481166,-0.007945743
6/11/13,131.1791229,163.1000061,164.5399933,162.7400055,163.3000031,159505400,-0.010315475,0.427601288,-0.013547414
6/12/13,130.0932617,161.75,164.3899994,161.6000061,164.2200012,177361500,-0.008277698,0.415784036,-0.031089534
6/13/13,132.0718231,164.2100067,164.5,161.3000031,161.6600037,163587800,0.015208792,0.437316401,-0.016294102
6/14/13,131.2434692,163.1799927,164.6699982,162.9100037,164.0299988,141197500,-0.006271996,0.428301559,-0.023867611
6/17/13,132.2568817,164.4400024,165.2200012,163.2200012,164.2899933,136295600,0.007721622,0.439330364,-0.008979408
6/18/13,133.3024139,165.7400055,165.9900055,164.5200043,164.5299988,114695600,0.007905314,0.450708723,0.001752817
6/19/13,131.4606171,163.4499969,165.8899994,163.3800049,165.6000061,206149500,-0.013816681,0.430664744,-0.011251693
6/20/13,128.2032166,159.3999939,163.4700012,158.9799957,161.8600006,321255900,-0.024778527,0.395214978,-0.041491399
6/21/13,128.6148376,159.0700073,159.7599945,157.4700012,159.6399994,271956800,0.003210692,0.399694584,-0.032128339
6/24/13,126.9895859,157.0599976,158.4299927,155.7299957,157.4100037,222329000,-0.012636581,0.382007231,-0.047873902
6/25/13,128.2105408,158.5700073,160.1000061,157.4199982,158.4799957,162262200,0.009614606,0.395294687,-0.024722813
6/26/13,129.4799347,160.1399994,160.5,159.25,159.8699951,134848000,0.009900855,0.409109296,-0.020459923
6/27/13,130.2399445,161.0800018,161.8200073,160.9499969,161.1000061,129483700,0.005869711,0.41738036,-0.009951746
6/28/13,129.7062836,160.4199982,161.3999939,159.8600006,160.6300049,160402900,-0.004097521,0.411572615,-7.53E-06
7/1/13,130.4663849,161.3600006,162.4799957,161.0800018,161.2599945,131954800,0.005860173,0.419844675,-0.003171921
7/2/13,130.3451233,161.2100067,162.3000031,160.5,161.1199951,154863700,-0.000929447,0.418525005,-0.016607608
7/3/13,130.4016571,161.2799988,161.7700043,160.2200012,160.4799957,75216400,0.000433724,0.419140253,-0.016181087
7/5/13,131.8085327,163.0200043,163.0800018,161.3000031,162.4700012,122416900,0.010788786,0.434451054,0.004798094
7/8/13,132.5604706,163.9499969,164.3899994,163.0800018,163.8600006,108092500,0.005704774,0.442634273,0.018964924
7/9/13,133.5145416,165.1300049,165.3300018,164.2700043,164.9799957,119298000,0.007197251,0.453017274,0.010923742
7/10/13,133.5630798,165.1900024,165.75,164.6300049,164.9700012,121410100,0.000363542,0.453545508,0.017674103
7/11/13,135.3823242,167.4400024,167.6100006,165.1799927,167.1100006,135592200,0.013620863,0.473344052,0.023631606
7/12/13,135.438858,167.5099945,167.9299927,167.1300049,167.3899994,104212700,0.000417586,0.4739593,0.016027047
7/15/13,135.9563446,168.1499939,168.3899994,167.6799927,167.9700012,69450600,0.003820813,0.479591023,0.034198284
7/16/13,135.4470215,167.5200043,168.3600006,167.0700073,168.2599945,88702100,-0.003746225,0.474048142,0.056502521
7/17/13,135.794693,167.9499969,168.4799957,167.7299957,168.1600037,92873900,0.002566845,0.477831795,0.055824472
7/18/13,136.5385284,168.8699951,169.2700043,168.1999969,168.3099976,103620100,0.005477647,0.485926836,0.07519469
7/19/13,136.7810516,169.1699982,169.2299957,168.3099976,168.5200043,103831700,0.001776225,0.488566177,0.066847163
7/22/13,137.0479279,169.5,169.7400055,169.0099945,169.4100037,79428600,0.00195112,0.491470548,0.058449158
7/23/13,136.7568054,169.1399994,169.8300018,169.0500031,169.8000031,80829700,-0.002124238,0.48830231,0.050037344
7/24/13,136.2554932,168.5200043,169.8600006,168.1799927,169.7899933,112914000,-0.003665721,0.482846609,0.050492616
7/25/13,136.5870361,168.9299927,169.0800018,167.9400024,168.2200012,111088600,0.002433245,0.486454738,0.046913626
7/26/13,136.7325134,169.1100006,169.1600037,167.5200043,168.2200012,107814600,0.001065089,0.488037944,0.049003676
7/29/13,136.3120728,168.5899963,169.0599976,168.1100006,168.6799927,79695000,-0.003074914,0.483462356,0.045324697
7/30/13,136.3120728,168.5899963,169.2799988,168.1900024,169.1000061,85209600,0,0.483462356,0.034167288
7/31/13,136.4091187,168.7100067,169.8500061,168.4900055,168.9400024,142388700,0.000711939,0.48451849,0.02903315
8/1/13,137.9857941,170.6600037,170.8099976,169.8999939,169.9900055,110438400,0.011558431,0.501677195,0.03348888
8/2/13,138.2202759,170.9499969,170.9700012,170.0500031,170.2799988,91116700,0.001699318,0.504229023,0.034868888
8/5/13,138.0181274,170.6999969,170.9600067,170.3500061,170.5700073,54072700,-0.001462509,0.502029074,0.019469331
8/6/13,137.2338562,169.7299957,170.7400055,169.3500061,170.3699951,87495000,-0.005682379,0.493493977,0.013253199
8/7/13,136.7891083,169.1799927,169.4299927,168.5500031,169.1900024,84854700,-0.003240803,0.488653856,0.006125228
8/8/13,137.2904968,169.8000031,170.1799927,168.9299927,169.9799957,102181300,0.003665413,0.494110387,0.013610306
8/9/13,136.8942719,169.3099976,170.1000061,168.7200012,169.5800018,91757700,-0.002886034,0.489798335,0.008097363
8/12/13,136.7325134,169.1100006,169.3099976,168.3800049,168.4600067,68593300,-0.00118163,0.488037944,0.001420734
8/13/13,137.1368408,169.6100006,169.8999939,168.4100037,169.4100037,80806000,0.002957068,0.492438174,0.002601158
8/14/13,136.4333496,168.7400055,169.8000031,168.6999969,169.5299988,79829200,-0.005129848,0.484782192,-0.004484404
8/15/13,134.5252228,166.3800049,167.4299927,166.0899963,167.4100037,152931800,-0.01398578,0.464016355,-0.016317891
8/16/13,134.0804901,165.8300018,166.6300049,165.5,166.0599976,130868200,-0.003305943,0.459176401,-0.015962682
8/19/13,133.2234955,164.7700043,166.2100067,164.7599945,165.6399994,96437600,-0.006391643,0.449849866,-0.024625621
8/20/13,133.8783875,165.5800018,166.1999969,164.8600006,165.0399933,89294400,0.004915739,0.45697695,-0.020873792
8/21/13,133.0536804,164.5599976,166.0299988,164.1900024,165.1199951,159530500,-0.006160121,0.448001796,-0.023903916
8/22/13,134.266449,166.0599976,166.3000031,164.8899994,164.8999939,101471400,0.009114882,0.461200161,-0.015006916
8/23/13,134.7192688,166.6199951,166.8300018,165.7700043,166.5500031,90888900,0.003372546,0.466128126,-0.0123881
8/26/13,134.2179718,166,167.3000031,165.8899994,166.7899933,89702100,-0.003721049,0.460672592,-0.027305871
8/27/13,132.0591583,163.3300018,166,163.2100067,164.3600006,158619400,-0.016084385,0.437178572,-0.044574629
8/28/13,132.5281372,163.9100037,164.4900055,163.0500031,163.2599945,108113000,0.003551279,0.442282394,-0.039777313
8/29/13,132.7383728,164.1699982,165.0399933,163.3999939,163.5500031,119200500,0.001586347,0.444570354,-0.03275783
8/30/13,132.3179016,163.6499939,164.5299988,163.1699982,164.5099945,134928900,-0.003167669,0.439994434,-0.032686862
9/3/13,132.916214,164.3899994,165.5800018,163.6999969,165.2299957,142375100,0.00452178,0.446505771,-0.031861512
9/4/13,134.0158691,165.75,166.0299988,164.1300049,164.4299927,97389400,0.008273296,0.458473141,-0.021026466
9/5/13,134.1856537,165.9600067,166.3999939,165.7299957,165.8500061,63090500,0.001266899,0.460320879,-0.018626585
9/6/13,134.2503204,166.0399933,166.9799957,164.4799957,166.5099945,159756500,0.00048192,0.461024637,-0.021048468
9/9/13,135.5359192,167.6300049,167.7299957,166.4499969,166.4499969,87559300,0.009576132,0.475015601,-0.006577794
9/10/13,136.5385284,168.8699951,168.8999939,168.2599945,168.6399994,105847200,0.007397369,0.485926836,0.014966009
9/11/13,136.9669952,169.3999939,169.3999939,168.3500061,168.6399994,94545900,0.003138065,0.490589772,0.021528152
9/12/13,136.6031799,168.9499969,169.5599976,168.7200012,169.3399963,83209000,-0.002656226,0.486630428,0.025368532
9/13/13,136.9104309,169.3300018,169.4600067,168.7400055,169.1300049,72727800,0.002249223,0.489974191,0.022647744
9/16/13,137.7028198,170.3099976,171.2400055,170.0399933,171.1600037,106299200,0.005787645,0.498597632,0.034941832
9/17/13,138.3172607,171.0700073,171.1100006,170.4600067,170.4600067,82523300,0.004462079,0.505284494,0.030169948
9/18/13,139.9182129,173.0500031,173.5200043,170.5800018,171.0099945,203460600,0.011574493,0.522707398,0.038590946
9/19/13,139.6837311,172.7599945,173.6000061,172.5899963,173.5200043,146616900,-0.001675849,0.520155571,0.040723006
9/20/13,138.707077,170.7200012,172.3300018,170.5800018,172.3300018,132867100,-0.006991896,0.509526802,0.050340459
9/23/13,138.0653229,169.9299927,170.6499939,169.3899994,170.4900055,104616500,-0.004626686,0.502542695,0.041781208
9/24/13,137.7402344,169.5299988,170.5299988,169.2100067,169.8999939,106333100,-0.002354599,0.499004809,0.037682107
9/25/13,137.3421173,169.0399933,169.9799957,168.8899994,169.6399994,117306500,-0.002890347,0.494672165,0.037970793
9/26/13,137.8702393,169.6900024,170.1699982,169.0500031,169.3200073,77146900,0.003845302,0.500419631,0.03727179
9/27/13,137.2365417,168.9100037,169.1399994,168.4700012,168.8399963,99141800,-0.004596333,0.493523203,0.024032024
9/30/13,136.5052338,168.0099945,168.5399933,167.1499939,167.4799957,143937000,-0.005328814,0.485564496,0.017286349
10/1/13,137.5859528,169.3399963,169.5,167.9700012,168.1399994,127160000,0.007917052,0.497325787,0.024846364
10/2/13,137.4558868,169.1799927,169.3399963,167.8300018,168.3500061,113350000,-0.000945343,0.4959103,0.014165748
10/3/13,136.1884155,167.6199951,168.9400024,166.8399963,168.7899933,176698000,-0.009220931,0.482116614,-0.002564206
10/4/13,137.2203064,168.8899994,169.0599976,167.5299988,167.75,96878000,0.007576936,0.493346516,0.001849432
10/7/13,136.0340118,167.4299927,168.4499969,167.25,167.4199982,96295000,-0.008645182,0.480436263,-0.00416658
10/8/13,134.449707,165.4799957,167.6199951,165.3600006,167.3999939,178015000,-0.011646387,0.463194529,-0.017973239
10/9/13,134.5472107,165.6000061,166.1999969,164.5299988,165.8000031,168973000,0.000725205,0.464255646,-0.022916082
10/10/13,137.4477692,169.1699982,169.2599945,167.2299957,167.2899933,195955000,0.021557923,0.495821957,-0.006286212
10/11/13,138.3333282,170.2599945,170.3200073,168.7700043,168.9100037,105040000,0.006442877,0.505459354,-0.011327222
10/14/13,138.8858795,170.9400024,171.0800018,169.0800018,169.2100067,112106000,0.003994347,0.51147268,-0.005711843
10/15/13,137.878418,169.6999969,171.1499939,169.4700012,170.5099945,155485000,-0.00725388,0.500508639,-0.005974166
10/16/13,139.8039398,172.0700073,172.1600037,170.6399994,170.7200012,161676000,0.013965361,0.521463783,0.012592713
10/17/13,140.738266,173.2200012,173.3200073,171.3399963,171.3699951,129389000,0.006683118,0.531631904,0.021765838
10/18/13,141.6889648,174.3899994,174.5099945,173.5099945,173.8600006,138316000,0.006755084,0.541978207,0.031649778
10/21/13,141.697052,174.3999939,174.75,174.0099945,174.4499969,104104000,5.71E-05,0.542066218,0.027756627
10/22/13,142.5176239,175.4100037,175.9299927,174.4299927,174.9100037,126663000,0.00579103,0.55099637,0.038481603
