c_date,option_symbol,dte,stocks_id,expiration_date,call_put,price_strike,price_open,price_high,price_low,price,volume,openinterest,iv,delta,preiv,gamma,theta,vega,rho,Ask,Bid,underlying_price,calc_OTM,option_id,is_settlement
2025-04-09,SPY   250509C00573000,30,627,2025-05-09,C,573.0,0.94,3.96,0.77,3.69,100,324,0.208002,0.207611,0.208002,0.008832,-0.16451,0.445791,0.089688,3.87,3.51,543.37,5.45,137937935,0
2025-04-09,SPY   250509C00574000,30,627,2025-05-09,C,574.0,0.92,3.08,0.86,3.415,53,338,0.20596,0.196854,0.20596,0.00864,-0.157694,0.431829,0.085109,3.6,3.23,543.37,5.64,137937937,0
2025-04-09,SPY   250509C00575000,30,627,2025-05-09,C,575.0,0.83,3.76,0.71,3.1799998,193,1054,0.204568,0.18706,0.204568,0.008431,-0.151703,0.418553,0.080928,3.36,3.0,543.37,5.82,137937939,0
2025-04-09,SPY   250509C00576000,30,627,2025-05-09,C,576.0,0.75,3.38,0.65,2.955,57,414,0.203153,0.177431,0.203153,0.008214,-0.145657,0.404959,0.076813,3.13,2.78,543.37,6.01,137937941,0
2025-04-09,SPY   250509C00577000,30,627,2025-05-09,C,577.0,0.67,3.0,0.63,2.745,126,728,0.201845,0.168142,0.201845,0.007989,-0.139744,0.391317,0.072837,2.93,2.56,543.37,6.19,137937943,0
2025-04-09,SPY   250509C00577500,30,627,2025-05-09,C,577.5,0.64,2.95,0.57,2.635,40,1617,0.200959,0.163283,0.200959,0.007874,-0.136475,0.38397,0.070757,2.81,2.46,543.37,6.28,137937945,0
2025-04-09,SPY   250509C00578000,30,627,2025-05-09,C,578.0,0.64,2.26,0.64,2.545,275,775,0.200527,0.159057,0.200527,0.007757,-0.133821,0.377458,0.068944,2.72,2.37,543.37,6.37,137937947,0
2025-04-09,SPY   250509C00579000,30,627,2025-05-09,C,579.0,0.67,2.6,0.54,2.29,464,189,0.197406,0.147885,0.197406,0.007508,-0.125481,0.359685,0.064164,2.53,2.05,543.37,6.5600000000000005,137937949,0
2025-04-09,SPY   250509C00580000,30,627,2025-05-09,C,580.0,0.54,2.54,0.5,2.21,398,1151,0.19888,0.142842,0.19888,0.007281,-0.123371,0.351388,0.061977,2.32,2.1,543.37,6.74,137937951,0
2025-04-09,SPY   250509C00581000,30,627,2025-05-09,C,581.0,0.54,2.25,0.5,1.99,60,518,0.196116,0.132618,0.196116,0.007019,-0.115591,0.334026,0.057592,2.15,1.83,543.37,6.93,137937953,0
2025-04-09,SPY   250509C00582000,30,627,2025-05-09,C,582.0,0.61,2.0,0.61,1.845,25,148,0.195264,0.125089,0.195264,0.006769,-0.110438,0.320756,0.054349,2.01,1.68,543.37,7.11,137937955,0
2025-04-09,SPY   250509C00582500,30,627,2025-05-09,C,582.5,0.5,1.58,0.5,1.775,24,72,0.194821,0.121398,0.194821,0.006644,-0.107862,0.314096,0.052758,1.93,1.62,543.37,7.2,137937957,0
2025-04-09,SPY   250509C00583000,30,627,2025-05-09,C,583.0,0.46,1.81,0.46,1.8000001,38,36,0.19737,0.121527,0.19737,0.006563,-0.109277,0.314331,0.052795,2.13,1.47,543.37,7.29,137937959,0
2025-04-09,SPY   250509C00585000,30,627,2025-05-09,C,585.0,0.43,1.74,0.33,1.48,311,649,0.193522,0.105029,0.193522,0.006031,-0.096449,0.283254,0.04569,1.56,1.4,543.37,7.66,137937961,0
2025-04-09,SPY   250509C00590000,30,627,2025-05-09,C,590.0,0.35,1.12,0.26,1.005,490,679,0.190866,0.076774,0.190866,0.004845,-0.075123,0.224431,0.033462,1.08,0.93,543.37,8.58,137937963,0
2025-04-09,SPY   250509C00595000,30,627,2025-05-09,C,595.0,0.22,0.72,0.17,0.65999997,217,421,0.188151,0.054259,0.188151,0.003754,-0.056394,0.171413,0.02369,0.7,0.62,543.37,9.5,137937965,0
2025-04-09,SPY   250509C00600000,30,627,2025-05-09,C,600.0,0.19,0.53,0.14,0.47,1504,2467,0.189379,0.040211,0.189379,0.002933,-0.044506,0.134796,0.017572,0.48,0.46,543.37,10.42,137937967,0
2025-04-09,SPY   250509C00605000,30,627,2025-05-09,C,605.0,0.09,0.4,0.09,0.315,59,2541,0.188966,0.028368,0.188966,0.002206,-0.033247,0.101168,0.01241,0.36,0.27,543.37,11.34,137937969,0
2025-04-09,SPY   250509C00610000,30,627,2025-05-09,C,610.0,0.13,0.28,0.11,0.19999999,181,750,0.187566,0.019086,0.187566,0.001592,-0.023591,0.072479,0.00836,0.24,0.16,543.37,12.26,137937971,0
2025-04-09,SPY   250509C00615000,30,627,2025-05-09,C,615.0,0.08,0.18,0.05,0.175,611,282,0.195208,0.016357,0.195208,0.001341,-0.021471,0.063538,0.007161,0.21,0.14,543.37,13.18,137937973,0
2025-04-09,SPY   250509C00620000,30,627,2025-05-09,C,620.0,0.04,0.14,0.04,0.16,9,117,0.203733,0.014538,0.203733,0.001161,-0.020207,0.057421,0.006361,0.17,0.15,543.37,14.1,137973705,0
2025-04-09,SPY   250509C00625000,30,627,2025-05-09,C,625.0,0.05,0.16,0.05,0.125,43,96,0.207876,0.011526,-1.0,0.000931,-0.016839,0.046979,0.005044,0.19,0.06,543.37,15.02,137973707,0
2025-04-09,SPY   250509C00630000,30,627,2025-05-09,C,630.0,,,,0.099999994,0,66,0.212019,0.009185,0.212019,0.000749,-0.014068,0.038542,0.00402,0.13,0.07,543.37,15.94,137973709,0
2025-04-09,SPY   250509C00635000,30,627,2025-05-09,C,635.0,0.06,0.11,0.06,0.085,16,557,0.220893,0.008524,-1.0,0.000673,-0.013706,0.036099,0.003728,0.12,0.05,543.37,16.86,137973711,0
2025-04-09,SPY   250509C00640000,30,627,2025-05-09,C,640.0,0.03,0.05,0.03,0.085,2,19,0.229767,0.007974,-1.0,0.000611,-0.013426,0.034044,0.003485,0.12,0.05,543.37,17.78,137973713,0
2025-04-09,SPY   250509C00645000,30,627,2025-05-09,C,645.0,0.03,0.03,0.03,0.09,40,95,0.238642,0.007513,0.238642,0.000558,-0.013216,0.032307,0.003281,0.11,0.07,543.37,18.7,137973715,0
2025-04-09,SPY   250509C00650000,30,627,2025-05-09,C,650.0,0.04,0.1,0.04,0.044999998,26,235,0.238642,0.00547,-1.0,0.000421,-0.009971,0.024398,0.002391,0.06,0.03,543.37,19.62,137973717,0
