,c_date,option_symbol,dte,stocks_id,expiration_date,call_put,price_strike,price_open,price_high,price_low,price,volume,openinterest,iv,delta,preiv,gamma,theta,vega,rho,Ask,Bid,underlying_price,calc_OTM,option_id,is_settlement
114,2025-04-09,SPY   250509P00574000,30,627,2025-05-09,P,574.0,,,,32.825,0,9,0.204884,-0.82114,0.204884,0.009202,-0.111119,0.408768,-0.21895,33.57,32.08,543.37,-5.64,137937938,0
115,2025-04-09,SPY   250509P00575000,30,627,2025-05-09,P,575.0,37.94,44.0,37.84,33.645,5,58,0.204421,-0.8304,0.204421,0.008998,-0.106396,0.396108,-0.216122,34.18,33.11,543.37,-5.82,137937940,0
116,2025-04-09,SPY   250509P00576000,30,627,2025-05-09,P,576.0,38.92,39.76,38.92,34.565002,6,9,0.206454,-0.836007,0.206454,0.008759,-0.104939,0.393941,-0.21466,35.22,33.91,543.37,-6.01,137937942,0
117,2025-04-09,SPY   250509P00577000,30,627,2025-05-09,P,577.0,39.72,39.72,39.62,35.3,4,4,0.203132,-0.848798,0.203132,0.008577,-0.096351,0.367003,-0.208979,36.03,34.57,543.37,-6.19,137937944,0
118,2025-04-09,SPY   250509P00577500,30,627,2025-05-09,P,577.5,40.37,40.37,40.37,35.760002,2,4,0.203934,-0.851593,0.203934,0.008462,-0.095345,0.359304,-0.208039,36.49,35.03,543.37,-6.28,137937946,0
119,2025-04-09,SPY   250509P00578000,30,627,2025-05-09,P,578.0,41.55,41.55,41.15,36.135002,2,5,0.202294,-0.858,0.202294,0.008367,-0.091122,0.352696,-0.204501,36.86,35.41,543.37,-6.37,137937948,0
120,2025-04-09,SPY   250509P00579000,30,627,2025-05-09,P,579.0,82.85,82.85,82.85,36.98,2,11,0.201639,-0.867016,0.201639,0.00815,-0.086105,0.347397,-0.199227,37.71,36.25,543.37,-6.5600000000000005,137937950,0
121,2025-04-09,SPY   250509P00580000,30,627,2025-05-09,P,580.0,82.0,83.5,36.25,37.684998,18,85,0.1958,-0.883271,0.1958,0.007939,-0.074285,0.307266,-0.1872,38.2,37.17,543.37,-6.74,137937952,0
122,2025-04-09,SPY   250509P00581000,30,627,2025-05-09,P,581.0,,,,38.84,0,3,0.204549,-0.877326,0.204549,0.007704,-0.081722,0.320764,-0.194536,39.47,38.21,543.37,-6.93,137937954,0
123,2025-04-09,SPY   250509P00582000,30,627,2025-05-09,P,582.0,,,,39.055,0,0,0.177963,-0.926946,0.177963,0.007369,-0.043228,0.225676,-0.138169,40.83,37.28,543.37,-7.11,137937956,0
124,2025-04-09,SPY   250509P00582500,30,627,2025-05-09,P,582.5,,,,39.565002,0,8,0.180102,-0.926686,0.180102,0.007256,-0.043978,0.225981,-0.139476,41.29,37.84,543.37,-7.2,137937958,0
125,2025-04-09,SPY   250509P00583000,30,627,2025-05-09,P,583.0,,,,40.04,0,18,0.180525,-0.929369,0.180525,0.007144,-0.042765,0.218687,-0.136265,41.73,38.35,543.37,-7.29,137937960,0
126,2025-04-09,SPY   250509P00585000,30,627,2025-05-09,P,585.0,,,,41.940002,0,45,0.181718,-0.940203,0.181718,0.00666,-0.036775,0.195333,-0.122072,43.41,40.47,543.37,-7.66,137937962,0
127,2025-04-09,SPY   250509P00590000,30,627,2025-05-09,P,590.0,,,,46.489998,0,1,0.190866,-0.954517,-1.0,0.005701,-0.030522,0.161424,-0.101326,48.23,44.75,543.37,-8.58,137937964,0
128,2025-04-09,SPY   250509P00595000,30,627,2025-05-09,P,595.0,,,,51.355,0,0,0.188151,-0.981933,-1.0,0.004483,-0.010419,0.081423,-0.036229,53.07,49.64,543.37,-9.5,137937966,0
129,2025-04-09,SPY   250509P00600000,30,627,2025-05-09,P,600.0,,,,56.545,0,0,0.189379,-0.997258,-1.0,0.001892,0.0,0.024016,0.0,58.0,55.09,543.37,-10.42,137937968,0
130,2025-04-09,SPY   250509P00605000,30,627,2025-05-09,P,605.0,,,,61.415,0,0,0.188966,-1.0,-1.0,0.0,0.0,0.0,0.0,62.97,59.86,543.37,-11.34,137937970,0
131,2025-04-09,SPY   250509P00610000,30,627,2025-05-09,P,610.0,,,,66.41,0,0,0.187566,-1.0,-1.0,0.0,0.0,0.0,0.0,67.96,64.86,543.37,-12.26,137937972,0
132,2025-04-09,SPY   250509P00615000,30,627,2025-05-09,P,615.0,,,,71.229996,0,0,0.195208,-1.0,-1.0,0.0,0.0,0.0,0.0,72.96,69.5,543.37,-13.18,137937974,0
133,2025-04-09,SPY   250509P00620000,30,627,2025-05-09,P,620.0,,,,76.295,0,0,0.203733,-1.0,-1.0,0.0,0.0,0.0,0.0,77.95,74.64,543.37,-14.1,137973706,0
134,2025-04-09,SPY   250509P00625000,30,627,2025-05-09,P,625.0,,,,81.225,0,0,0.207876,-1.0,-1.0,0.0,0.0,0.0,0.0,82.95,79.5,543.37,-15.02,137973708,0
135,2025-04-09,SPY   250509P00630000,30,627,2025-05-09,P,630.0,,,,86.295,0,0,0.212019,-1.0,-1.0,0.0,0.0,0.0,0.0,87.95,84.64,543.37,-15.94,137973710,0
136,2025-04-09,SPY   250509P00635000,30,627,2025-05-09,P,635.0,,,,91.295,0,0,0.220893,-1.0,-1.0,0.0,0.0,0.0,0.0,92.95,89.64,543.37,-16.86,137973712,0
137,2025-04-09,SPY   250509P00640000,30,627,2025-05-09,P,640.0,106.0,110.0,106.0,96.295,2,0,0.229767,-1.0,-1.0,0.0,0.0,0.0,0.0,97.95,94.64,543.37,-17.78,137973714,0
138,2025-04-09,SPY   250509P00645000,30,627,2025-05-09,P,645.0,,,,101.295,0,0,0.238642,-1.0,-1.0,0.0,0.0,0.0,0.0,102.95,99.64,543.37,-18.7,137973716,0
139,2025-04-09,SPY   250509P00650000,30,627,2025-05-09,P,650.0,,,,106.295,0,0,0.238642,-1.0,-1.0,0.0,0.0,0.0,0.0,107.95,104.64,543.37,-19.62,137973718,0
