,c_date,option_symbol,dte,stocks_id,expiration_date,call_put,price_strike,price_open,price_high,price_low,price,volume,openinterest,iv,delta,preiv,gamma,theta,vega,rho,Ask,Bid,underlying_price,calc_OTM,option_id,is_settlement
90,2025-04-09,SPY   250509P00554000,30,627,2025-05-09,P,554.0,20.67,20.67,20.67,20.505001,1,59,0.245295,-0.585851,0.245295,0.010482,-0.22325,0.609564,-0.215039,21.22,19.79,543.37,-1.96,137973704,0
91,2025-04-09,SPY   250509P00555000,30,627,2025-05-09,P,555.0,55.0,61.28,19.45,20.825,22,320,0.240505,-0.598662,0.240505,0.010637,-0.216328,0.600774,-0.216743,21.26,20.39,543.37,-2.14,137937892,0
92,2025-04-09,SPY   250509P00556000,30,627,2025-05-09,P,556.0,21.92,21.92,21.92,21.33,1,50,0.23826,-0.610175,0.23826,0.010662,-0.21165,0.593579,-0.219568,21.95,20.71,543.37,-2.32,137937894,0
93,2025-04-09,SPY   250509P00557000,30,627,2025-05-09,P,557.0,61.95,63.24,26.66,21.895,30,53,0.237011,-0.621313,0.237011,0.010645,-0.208072,0.593798,-0.221828,22.5,21.29,543.37,-2.51,137937896,0
94,2025-04-09,SPY   250509P00557500,30,627,2025-05-09,P,557.5,63.76,63.76,23.27,22.09,3,86,0.234903,-0.627927,0.234903,0.010699,-0.204631,0.593677,-0.222743,22.66,21.52,543.37,-2.6,137937898,0
95,2025-04-09,SPY   250509P00558000,30,627,2025-05-09,P,558.0,63.84,63.84,20.74,22.564999,8,103,0.237504,-0.631414,0.237504,0.010554,-0.20641,0.59357,-0.223504,23.31,21.82,543.37,-2.69,137937900,0
96,2025-04-09,SPY   250509P00559000,30,627,2025-05-09,P,559.0,21.96,21.96,21.96,22.98,1,51,0.23315,-0.644633,0.23315,0.010641,-0.198868,0.572529,-0.225401,23.6,22.36,543.37,-2.88,137937902,0
97,2025-04-09,SPY   250509P00560000,30,627,2025-05-09,P,560.0,62.94,65.56,22.28,23.29,73,654,0.226757,-0.659904,0.226757,0.010805,-0.188815,0.572411,-0.227108,23.76,22.82,543.37,-3.06,137937904,0
98,2025-04-09,SPY   250509P00561000,30,627,2025-05-09,P,561.0,68.39,68.39,23.91,24.01,4,165,0.227498,-0.669816,0.227498,0.010672,-0.18692,0.571858,-0.228296,24.67,23.35,543.37,-3.24,137937906,0
99,2025-04-09,SPY   250509P00562000,30,627,2025-05-09,P,562.0,,,,24.44,0,156,0.2226,-0.684375,0.2226,0.010746,-0.1781,0.545834,-0.22943,25.11,23.77,543.37,-3.43,137937908,0
100,2025-04-09,SPY   250509P00562500,30,627,2025-05-09,P,562.5,69.79,69.79,69.79,24.985,1,52,0.22607,-0.686313,0.22607,0.010548,-0.180624,0.545937,-0.230372,25.66,24.31,543.37,-3.52,137937910,0
101,2025-04-09,SPY   250509P00563000,30,627,2025-05-09,P,563.0,69.44,69.44,69.42,25.24,2,59,0.224221,-0.693083,0.224221,0.010555,-0.176836,0.54571,-0.230803,25.92,24.56,543.37,-3.61,137937912,0
102,2025-04-09,SPY   250509P00564000,30,627,2025-05-09,P,564.0,,,,25.810001,0,44,0.221585,-0.705933,0.221585,0.010524,-0.170499,0.544406,-0.231113,26.5,25.12,543.37,-3.8,137937914,0
103,2025-04-09,SPY   250509P00565000,30,627,2025-05-09,P,565.0,67.75,70.47,34.82,26.36,81,578,0.218049,-0.71956,0.218049,0.010504,-0.162739,0.517059,-0.231436,26.86,25.86,543.37,-3.98,137937916,0
104,2025-04-09,SPY   250509P00566000,30,627,2025-05-09,P,566.0,,,,27.33,0,127,0.222414,-0.724796,0.222414,0.010205,-0.164544,0.514809,-0.232805,28.03,26.63,543.37,-4.16,137937918,0
105,2025-04-09,SPY   250509P00567000,30,627,2025-05-09,P,567.0,,,,27.59,0,109,0.212887,-0.745529,0.212887,0.010361,-0.149229,0.511152,-0.230435,28.31,26.87,543.37,-4.35,137937920,0
106,2025-04-09,SPY   250509P00567500,30,627,2025-05-09,P,567.5,,,,28.095001,0,245,0.215413,-0.747538,0.215413,0.010198,-0.150536,0.50971,-0.230872,28.82,27.37,543.37,-4.44,137937922,0
107,2025-04-09,SPY   250509P00568000,30,627,2025-05-09,P,568.0,34.38,34.38,34.38,28.56,1,284,0.217009,-0.75042,0.217009,0.010064,-0.150634,0.50085,-0.231399,29.23,27.89,543.37,-4.53,137937924,0
108,2025-04-09,SPY   250509P00569000,30,627,2025-05-09,P,569.0,40.67,40.67,30.82,29.42,10,164,0.218725,-0.757755,0.218725,0.009845,-0.14897,0.479765,-0.231983,30.26,28.58,543.37,-4.72,137937926,0
109,2025-04-09,SPY   250509P00570000,30,627,2025-05-09,P,570.0,70.53,70.53,27.5,29.74,9,337,0.209029,-0.779397,0.209029,0.009928,-0.132794,0.473705,-0.227412,30.26,29.22,543.37,-4.9,137937928,0
110,2025-04-09,SPY   250509P00571000,30,627,2025-05-09,P,571.0,73.4,73.4,28.11,30.695,14,25,0.2124,-0.784201,0.2124,0.009653,-0.133125,0.460039,-0.228054,31.36,30.03,543.37,-5.08,137937930,0
111,2025-04-09,SPY   250509P00572000,30,627,2025-05-09,P,572.0,,,,31.3,0,11,0.207751,-0.799301,0.207751,0.009562,-0.123076,0.438604,-0.224847,32.04,30.56,543.37,-5.27,137937932,0
112,2025-04-09,SPY   250509P00572500,30,627,2025-05-09,P,572.5,37.6,37.9,37.55,31.675,4,4,0.207048,-0.804874,0.207048,0.009476,-0.120137,0.436904,-0.223455,32.41,30.94,543.37,-5.36,137937934,0
113,2025-04-09,SPY   250509P00573000,30,627,2025-05-09,P,573.0,,,,32.2,0,51,0.209788,-0.805633,0.209788,0.009322,-0.121678,0.436872,-0.224095,32.86,31.54,543.37,-5.45,137937936,0
