,c_date,option_symbol,dte,stocks_id,expiration_date,call_put,price_strike,price_open,price_high,price_low,price,volume,openinterest,iv,delta,preiv,gamma,theta,vega,rho,Ask,Bid,underlying_price,calc_OTM,option_id,is_settlement
78,2025-04-08,SPY   250509P00542000,31,627,2025-05-09,P,542.0,29.65,29.65,29.65,48.6,1,3,0.318199,-0.817746,0.318199,0.006329,-0.162237,0.377747,-0.224104,50.2,47.0,496.74,-9.11,138063682,0
79,2025-04-08,SPY   250509P00543000,31,627,2025-05-09,P,543.0,30.0,30.0,30.0,49.22,3,10,0.312279,-0.829122,0.312279,0.00626,-0.151236,0.374169,-0.220201,50.87,47.57,496.74,-9.31,138063684,0
80,2025-04-08,SPY   250509P00544000,31,627,2025-05-09,P,544.0,,,,50.035,0,0,0.311427,-0.835786,0.311427,0.00616,-0.14633,0.368982,-0.217603,51.56,48.51,496.74,-9.51,138063686,0
81,2025-04-08,SPY   250509P00545000,31,627,2025-05-09,P,545.0,34.23,51.28,34.23,50.735,73,483,0.306559,-0.845743,0.306559,0.006073,-0.136633,0.33797,-0.213886,52.22,49.25,496.74,-9.72,137937888,0
82,2025-04-08,SPY   250509P00546000,31,627,2025-05-09,P,546.0,52.31,52.31,52.31,51.614998,2,0,0.306976,-0.850796,0.306976,0.005963,-0.133259,0.33644,-0.21212,53.14,50.09,496.74,-9.92,138063688,0
83,2025-04-08,SPY   250509P00547000,31,627,2025-05-09,P,547.0,31.82,33.34,30.5,52.504997,5,1,0.307655,-0.85558,0.307655,0.005853,-0.130186,0.334584,-0.210407,54.12,50.89,496.74,-10.12,138063690,0
84,2025-04-08,SPY   250509P00548000,31,627,2025-05-09,P,548.0,34.36,43.67,30.16,53.309998,16,153,0.305689,-0.863057,0.305689,0.005746,-0.123892,0.33012,-0.206212,54.93,51.69,496.74,-10.32,137973694,0
85,2025-04-08,SPY   250509P00549000,31,627,2025-05-09,P,549.0,,,,54.114998,0,49,0.302971,-0.870696,0.302971,0.005642,-0.11688,0.303879,-0.2021,55.66,52.57,496.74,-10.52,137973696,0
86,2025-04-08,SPY   250509P00550000,31,627,2025-05-09,P,550.0,33.5,60.54,31.58,54.96,53,311,0.301466,-0.877213,0.301466,0.005531,-0.111255,0.29482,-0.198106,56.11,53.81,496.74,-10.72,137937890,0
87,2025-04-08,SPY   250509P00551000,31,627,2025-05-09,P,551.0,56.33,56.33,56.33,55.715,2,79,0.296682,-0.887263,0.296682,0.005408,-0.101554,0.287477,-0.190344,57.45,53.98,496.74,-10.92,137973698,0
88,2025-04-08,SPY   250509P00552000,31,627,2025-05-09,P,552.0,,,,56.515,0,136,0.292443,-0.896116,0.292443,0.005291,-0.092999,0.257167,-0.183233,58.24,54.79,496.74,-11.12,137973700,0
89,2025-04-08,SPY   250509P00553000,31,627,2025-05-09,P,553.0,37.41,50.4,37.41,57.48,15,96,0.294629,-0.898561,0.294629,0.005185,-0.091911,0.254526,-0.181935,59.0,55.96,496.74,-11.33,137973702,0
90,2025-04-08,SPY   250509P00554000,31,627,2025-05-09,P,554.0,36.99,36.99,34.65,58.11,4,62,0.282487,-0.915984,0.282487,0.005015,-0.073936,0.22862,-0.16287,59.78,56.44,496.74,-11.53,137973704,0
91,2025-04-08,SPY   250509P00555000,31,627,2025-05-09,P,555.0,39.66,65.29,39.66,59.04,13,321,0.282544,-0.920279,0.282544,0.004901,-0.070544,0.214383,-0.158169,60.42,57.66,496.74,-11.73,137937892,0
92,2025-04-08,SPY   250509P00556000,31,627,2025-05-09,P,556.0,,,,60.269997,0,50,0.29672,-0.910275,0.29672,0.004852,-0.083142,0.245601,-0.172265,62.01,58.53,496.74,-11.93,137937894,0
93,2025-04-08,SPY   250509P00557000,31,627,2025-05-09,P,557.0,39.62,57.0,39.62,61.010002,28,55,0.287858,-0.923351,0.287858,0.004704,-0.069628,0.210089,-0.156335,62.86,59.16,496.74,-12.13,137937896,0
94,2025-04-08,SPY   250509P00557500,31,627,2025-05-09,P,557.5,51.5,51.5,51.5,61.53,1,86,0.290518,-0.922725,0.290518,0.004666,-0.070969,0.210871,-0.157762,63.33,59.73,496.74,-12.23,137937898,0
95,2025-04-08,SPY   250509P00558000,31,627,2025-05-09,P,558.0,,,,61.915,0,103,0.286496,-0.92904,0.286496,0.004572,-0.064281,0.204276,-0.149254,63.79,60.04,496.74,-12.33,137937900,0
96,2025-04-08,SPY   250509P00559000,31,627,2025-05-09,P,559.0,,,,62.595,0,51,0.270432,-0.949759,0.270432,0.004314,-0.042763,0.158099,-0.115454,64.19,61.0,496.74,-12.53,137937902,0
97,2025-04-08,SPY   250509P00560000,31,627,2025-05-09,P,560.0,37.46,43.0,37.46,64.07,5,657,0.300866,-0.922616,0.300866,0.004466,-0.074216,0.212002,-0.160768,66.02,62.12,496.74,-12.74,137937904,0
98,2025-04-08,SPY   250509P00561000,31,627,2025-05-09,P,561.0,61.83,61.83,61.83,64.67,5,165,0.281733,-0.945494,0.281733,0.004219,-0.049325,0.165393,-0.124769,66.54,62.8,496.74,-12.94,137937906,0
99,2025-04-08,SPY   250509P00562000,31,627,2025-05-09,P,562.0,56.96,56.96,56.96,65.815,1,155,0.293746,-0.937182,0.293746,0.004212,-0.059326,0.177311,-0.141197,67.76,63.87,496.74,-13.14,137937908,0
100,2025-04-08,SPY   250509P00562500,31,627,2025-05-09,P,562.5,,,,66.185,0,52,0.287461,-0.945308,0.287461,0.004113,-0.05084,0.16613,-0.126571,68.22,64.15,496.74,-13.24,137937910,0
101,2025-04-08,SPY   250509P00563000,31,627,2025-05-09,P,563.0,,,,66.755005,0,59,0.293365,-0.941265,0.293365,0.004116,-0.055862,0.171129,-0.134613,68.68,64.83,496.74,-13.34,137937912,0
102,2025-04-08,SPY   250509P00564000,31,627,2025-05-09,P,564.0,,,,67.685,0,44,0.292228,-0.946069,0.292228,0.004001,-0.051222,0.165688,-0.126597,69.61,65.76,496.74,-13.54,137937914,0
103,2025-04-08,SPY   250509P00565000,31,627,2025-05-09,P,565.0,41.57,60.91,41.57,68.28,13,581,0.253501,-0.988862,0.253501,0.003023,-0.010315,0.051876,-0.019989,69.42,67.14,496.74,-13.74,137937916,0
104,2025-04-08,SPY   250509P00566000,31,627,2025-05-09,P,566.0,50.13,56.56,50.13,69.095,2,127,0.292568,-0.952544,-1.0,0.003787,-0.044695,0.148171,-0.116615,70.67,67.52,496.74,-13.94,137937918,0
105,2025-04-08,SPY   250509P00567000,31,627,2025-05-09,P,567.0,,,,70.08,0,109,0.291372,-0.957064,-1.0,0.003708,-0.041149,0.132908,-0.1078,71.61,68.55,496.74,-14.14,137937920,0
106,2025-04-08,SPY   250509P00567500,31,627,2025-05-09,P,567.5,,,,70.825,0,245,0.269774,-0.979486,0.269774,0.003444,-0.018096,0.080372,-0.049637,72.71,68.94,496.74,-14.24,137937922,0
107,2025-04-08,SPY   250509P00568000,31,627,2025-05-09,P,568.0,63.28,66.9,63.28,71.45,51,292,0.286049,-0.965287,0.286049,0.003552,-0.032392,0.117983,-0.088731,73.48,69.42,496.74,-14.35,137937924,0
108,2025-04-08,SPY   250509P00569000,31,627,2025-05-09,P,569.0,,,,72.39,0,164,0.282343,-0.97183,0.282343,0.00343,-0.026062,0.095458,-0.074466,74.35,70.43,496.74,-14.55,137937926,0
109,2025-04-08,SPY   250509P00570000,31,627,2025-05-09,P,570.0,65.15,65.15,65.15,73.369995,1,336,0.282842,-0.974421,0.282842,0.003367,-0.024413,0.089712,-0.066751,75.31,71.43,496.74,-14.75,137937928,0
110,2025-04-08,SPY   250509P00571000,31,627,2025-05-09,P,571.0,,,,74.315,0,25,0.27809,-0.981494,0.27809,0.003148,-0.015122,0.074742,-0.045989,76.27,72.36,496.74,-14.95,137937930,0
111,2025-04-08,SPY   250509P00572000,31,627,2025-05-09,P,572.0,,,,75.325,0,11,0.282579,-0.980304,0.282579,0.00317,-0.018343,0.078511,-0.049636,77.35,73.3,496.74,-15.15,137937932,0
112,2025-04-08,SPY   250509P00572500,31,627,2025-05-09,P,572.5,,,,75.29,0,4,0.286553,-0.978206,-1.0,0.003195,-0.021534,0.083141,-0.05626,76.87,73.71,496.74,-15.25,137937934,0
113,2025-04-08,SPY   250509P00573000,31,627,2025-05-09,P,573.0,57.5,71.36,56.32,76.21001,64,73,0.288292,-0.978019,-1.0,0.003172,-0.021904,0.083601,-0.057148,78.3,74.12,496.74,-15.35,137937936,0
114,2025-04-08,SPY   250509P00574000,31,627,2025-05-09,P,574.0,,,,77.2,0,9,0.284853,-0.983389,-1.0,0.002903,-0.013546,0.066991,-0.043428,79.29,75.11,496.74,-15.55,137937938,0
